"Practice Name","Phone","Address","Owner Name","Language","Status","Last Contact","Notes","Assigned To","Owner Title","Vertical","Lead Score","Company LinkedIn","Owner LinkedIn","Owner Email Status","Founded Year"
"Tribeca Dental Studio","(212) 561-5303","New York","","English","new","","Score 4/10 | apollo:54a11ec869702d94a4e07401","","","dental","4","http://www.linkedin.com/company/tribeca-dental-studio","","","2008"
"""Pediatric Dentistry: Dr. Sara B. Babich, DDS""","(212) 988-4070","New York","","English","new","","Score 4/10 | apollo:60485b02cc3b120001c93207","","","dental","4","http://www.linkedin.com/company/nycpediatricdentist","","","2007"
"Dentist Wiz","","New York","","English","new","","Score 5/10 | apollo:63cb85eacff5c200f9c41cb8","","","dental","5","http://www.linkedin.com/company/dentist-wiz-dental-marketing-agency","","","2020"
"Elegant Dental Laboratory","(718) 375-5999","New York","Gary Fi**n","English","new","","Score 6/10 | apollo:621708c84101bc00019d432b","","Owner","dental","6","http://www.linkedin.com/company/elegantdentallaboratories","","verified","1992"
"Rank My Dentist","(860) 657-9252","New York","","English","new","","Score 4/10 | apollo:54a12b3769702d9313f89602","","","dental","4","http://www.linkedin.com/company/rank-my-dentist-llc","","","2009"
"Lumia Dental","(212) 287-1275","New York","","English","new","","Score 5/10 | apollo:5e5794284ab14d00019a5cb4","","","dental","5","http://www.linkedin.com/company/lumiadental","","","2017"
"Beam Dental","(201) 943-6644","New York","Francis Oh","English","new","","Score 6/10 | apollo:61ec9b5002f8980001c41767","","Chief Executive Officer","dental","6","http://www.linkedin.com/company/mybeamdental","","verified",""
"MY Dental Spa - Cosmetic Dentistry Queens | Manhattan","(212) 935-3212","New York","","English","new","","Score 4/10 | apollo:5500b1d47369642d9f8c1f00","","","dental","4","http://www.linkedin.com/company/my-dental-spa","","","1995"
"Shalman Dentistry","(212) 658-1093","New York","","English","new","","Score 5/10 | apollo:615eb30b5be6c90001020528","","","dental","5","http://www.linkedin.com/company/shalman-dentistry","","","2016"
"American Association of Public Health Dentistry","(217) 529-6941","New York","","English","new","","Score 4/10 | apollo:5e5685c653aed90001d0bce3","","","dental","4","http://www.linkedin.com/company/american-association-of-public-health-dentistry","","","1937"
"Marotta Dental Studio","(866) 627-6882","New York","Steven Pi**i","English","new","","Score 6/10 | apollo:55eb33a0f3e5bb4ed3000431","","Owner","dental","6","http://www.linkedin.com/company/marotta-dental-studio","","verified","1980"
"Greater New York Dental Meeting","(212) 398-6922","New York","","English","new","","Score 4/10 | apollo:556d3e3873696411de64be00","","","dental","4","http://www.linkedin.com/company/greater-new-york-dental-meeting","","","1924"
"(585)Dentist - Family & Implant Dentistry","","New York","","English","new","","Score 4/10 | apollo:54a11c1669702da753d09100","","","dental","4","http://www.linkedin.com/company/herbison-family-dentistry","","","1972"
"Precision Dental NYC","(718) 274-2749","New York","Alexander Bo**r","English","new","","Score 6/10 | apollo:615529644c9cac00a44b3bd1","","Doctor and Owner","dental","6","http://www.linkedin.com/company/precisiondentalnyc","","unverified","1996"
"Queensboro Plaza Dental Care","(718) 451-8484","New York","Michael Ng**n","English","new","","Score 7/10 | apollo:5b859eb8324d444b9fe10b43","","Dentist/Owner","dental","7","http://www.linkedin.com/company/queensboroplazadental","","verified","2018"
"Park Dental Care","(718) 274-1515","New York","","English","new","","Score 4/10 | apollo:5500b50b7369647a39bd0c00","","","dental","4","http://www.linkedin.com/company/park-dental-care","","","1960"
"CASCADA DENTAL SPA","(212) 795-1040","New York","Katayoun Ya**s","English","new","","Score 6/10 | apollo:56d38a1ef3e5bb15fb0050cc","","Founder","dental","6","http://www.linkedin.com/company/cascada-dental-spa","","unverified",""
"Appolon Dental Group","(212) 557-8668","New York","Karthilde Ap**n","English","new","","Score 6/10 | apollo:5ee0dfc0f01fc900017f467b","","Owner","dental","6","http://www.linkedin.com/company/appolondentalgroup","","unverified",""
"Geriatric House Call Dentistry","(866) 686-4423","New York","","English","new","","Score 4/10 | apollo:5e563bc9e08ed00001022402","","","dental","4","http://www.linkedin.com/company/geriatric-house-call-dentistry","","","1995"
"VMC Dental","(646) 535-9010","New York","","English","new","","Score 4/10 | apollo:622a48be5edbfc008db0a980","","","dental","4","http://www.linkedin.com/company/vmc-dental","","","2007"
"Bensonhurst Dental","(718) 234-3434","New York","","English","new","","Score 4/10 | apollo:54a19cbf74686945fa3eca01","","","dental","4","http://www.linkedin.com/company/bensonhurst-dental","","","1991"
"EDP Dental Plan","(800) 777-1085","New York","Steve Ja**n","English","new","","Score 6/10 | apollo:56e5e717f3e5bb17f400d88c","","Owner","dental","6","http://www.linkedin.com/company/edp-dental-plan","","verified","2001"
"Radiant Dental Design","(718) 375-5999","New York","","English","new","","Score 4/10 | apollo:661cfd4c54daf301c7860f53","","","dental","4","http://www.linkedin.com/company/radiantdentaldesign","","","1994"
"Authority Dental","(215) 504-1275","New York","","English","new","","Score 5/10 | apollo:5ed33adb8c4b0100013a4653","","","dental","5","http://www.linkedin.com/company/authority-dental","","","2015"
"Dr. Fred G. Blum & Associates (Rochester/ Brighton Dentist)","(585) 461-1670","New York","Fred Bl**m","English","new","","Score 6/10 | apollo:5e57b50a4ab14d00019b3424","","Owner","dental","6","http://www.linkedin.com/company/dr-blum-dentist","","verified",""
"Radiant Star Dental Services","(718) 739-6961","New York","","English","new","","Score 5/10 | apollo:5e57e8a25e3c2600014da049","","","dental","5","http://www.linkedin.com/company/radiant-star-dental-services","","","2018"
"Sutton Advanced Cosmetic Dentistry","(212) 751-5665","New York","","English","new","","Score 4/10 | apollo:56d86b88f3e5bb589600bd89","","","dental","4","http://www.linkedin.com/company/sutton-advanced-cosmetic-dentistry","","",""
"Finger Lakes Family Dental","(607) 936-6394","New York","","English","new","","Score 4/10 | apollo:5569e0b473696425a367ad00","","","dental","4","http://www.linkedin.com/company/fingerlakesfamilydental","","",""
"Dr. Michael Kosdon - Smiles of NYC","(212) 658-1440","New York","","English","new","","Score 4/10 | apollo:63f5a4ae652d5e0001243e4b","","","dental","4","http://www.linkedin.com/company/dr-michael-kosdon","","",""
"Park 56 Dental- Best Dentist in NYC","(212) 826-2322","New York","","English","new","","Score 4/10 | apollo:5da61f3b763a820001f45494","","","dental","4","http://www.linkedin.com/company/park-56-dental","","","1997"
"Westchester Gentle Dentistry,westchestergentledentistry.com","","New York","""Practice Owner","Bilingual","new","","Score 6/10 | apollo:61ec16e890c69f0001eae6aa","","Dentist""","dental","6","Feryal Al**i","","verified",""
"Association of Innovative Dentistry","(631) 249-7520","New York","","English","new","","Score 5/10 | apollo:6611e2e01d207e0007104251","","","dental","5","http://www.linkedin.com/company/association-of-innovative-dentistry","","","2018"
"One Manhattan Dental","(212) 223-3632","New York","Robert Ra**i","English","new","","Score 7/10 | apollo:5f4a9531638da400017bda95","","Co-Founder","dental","7","http://www.linkedin.com/company/one-manhattan-dental","","verified","2019"
"People of Color in Dental","(917) 740-0775","New York","","English","new","","Score 5/10 | apollo:6609d3d5c4668e00076f4c7d","","","dental","5","http://www.linkedin.com/company/pocindental","","","2024"
"Jewelry & Cosmetics","(914) 665-1121","New York","","English","new","","Score 5/10 | apollo:5da647df1eafc20001b2d648","","","dental","5","http://www.linkedin.com/company/jewelry-cosmetics","","","2017"
"New York Dental Studio","(212) 684-2964","New York","Brandon Hu**g","English","new","","Score 6/10 | apollo:5a9eed37a6da98d977fe3c12","","Owner","dental","6","http://www.linkedin.com/company/new-york-dental-studio","","verified","2001"
"Blue Line Dental","(212) 317-5959","New York","","English","new","","Score 4/10 | apollo:611746cc4e612900012dd6e4","","","dental","4","http://www.linkedin.com/company/blue-line-dental-nyc","","",""
"Rifkin Dental","(914) 279-0589","New York","","English","new","","Score 4/10 | apollo:5fcaccc477b2cd000168f61e","","","dental","4","http://www.linkedin.com/company/rifkin-dental","","","1985"
"Greene Street Dental","(212) 226-5777","New York","","English","new","","Score 4/10 | apollo:54a134e769702d407fa25c00","","","dental","4","http://www.linkedin.com/company/greene-street-dental","","",""
"BrookBeam Dental","(512) 385-4757","New York","","English","new","","Score 5/10 | apollo:5da4a2781dd46b0001c2530c","","","dental","5","http://www.linkedin.com/company/brookbeam-dentalco","","","2015"
"JBL New York City","(212) 734-6111","New York","","English","new","","Score 4/10 | apollo:5d5b25c69b3e8800df15daaa","","","dental","4","http://www.linkedin.com/company/jblnewyorkcity","","","1987"
"286 Madison Dental","(646) 846-2252","New York","Eliaz Ka**n","English","new","","Score 7/10 | apollo:54a11d5769702d9a8b4a0b01","","Owner","dental","7","http://www.linkedin.com/company/286-madison-dental","","unverified","2013"
"Advanced Dentistry of Mohegan Lake","(914) 594-6824","New York","","English","new","","Score 4/10 | apollo:6117365b282b2e00012d0b35","","","dental","4","http://www.linkedin.com/company/selectdentalny","","","2002"
"Synergy Dental Ceramics","(516) 877-8089","New York","Roberto Ro**i","English","new","","Score 6/10 | apollo:5500c3c673696460f4d84500","","President/Founder","dental","6","http://www.linkedin.com/company/synergy-dental-ceramics","","verified","1998"
"Manhattan Dentist","(212) 867-2730","New York","","English","new","","Score 4/10 | apollo:5fca12a4f62a900001b0230b","","","dental","4","http://www.linkedin.com/company/manhattan-dentist","","","1984"
"Linhart Dentistry","(203) 661-2279","New York","","English","new","","Score 4/10 | apollo:5fc852877d64450001fcfaf5","","","dental","4","http://www.linkedin.com/company/linhart-dentistry","","","1979"
"""All Smiles Dentistry, P.C.""","(610) 565-5077","New York","","English","new","","Score 5/10 | apollo:57c4992fa6da98327069f302","","","dental","5","http://www.linkedin.com/company/all-smiles-dentistry","","","2014"
"Next Generation Dental ™","(212) 362-3360","New York","Jeremy Da**n","English","new","","Score 6/10 | apollo:54a134a269702d3e835c4000","","CEO","dental","6","http://www.linkedin.com/company/next-generation-dental","","unverified","2000"
"Gemini Dental","(718) 232-4155","New York","Michael Ge**o","English","new","","Score 6/10 | apollo:6357ef577c191e00b4f656fa","","Owner","dental","6","http://www.linkedin.com/company/gemini-dental-brooklyn-ny","","unverified","1980"
"Meadowbrook Dental Care","(516) 881-9764","New York","","English","new","","Score 4/10 | apollo:5edba2ec8216ee00010afef0","","","dental","4","http://www.linkedin.com/company/meadowbrook-dental-care","","",""
"Gramercy Pediatric Dentistry","(212) 477-7712","New York","","English","new","","Score 4/10 | apollo:556ba0d47369641a7f740d01","","","dental","4","http://www.linkedin.com/company/gramercy-pediatric-dentistry","","","2009"
"House Call Dentists","(800) 395-1152","New York","","English","new","","Score 4/10 | apollo:5a9da6faa6da98d977f5710c","","","dental","4","http://www.linkedin.com/company/house-call-dentists","","","2008"
"Squire Dental","(862) 400-3223","New York","Grant Pe**n","English","new","","Score 6/10 | apollo:62ff6b095a998a0001eb0970","","Co-Founder","dental","6","http://www.linkedin.com/company/squiredental","","verified",""
"Kaufman Children's Dental Hospital","(718) 645-1588","New York","","English","new","","Score 4/10 | apollo:54a13aa369702d24d32f2101","","","dental","4","http://www.linkedin.com/company/kaufman-children's-dental-hospital","","","2000"
"Association of State & Territorial Dental Directors","(775) 626-5008","New York","","English","new","","Score 4/10 | apollo:60aee29f8ec07f0001e37b53","","","dental","4","http://www.linkedin.com/company/association-of-state-territorial-dental-directors","","","1948"
"Manhattan Oasis Dentistry","(212) 874-2880","New York","","English","new","","Score 4/10 | apollo:559239df7369641865fede00","","","dental","4","http://www.linkedin.com/company/manhattan-oasis-dentistry","","","1999"
"Coliseum Dental","(212) 757-3183","New York","","English","new","","Score 4/10 | apollo:5e576b056b13a90001cba31f","","","dental","4","http://www.linkedin.com/company/coliseum-dental","","","2008"
"Total Dental Care of Middle Island","(631) 618-8124","New York","","English","new","","Score 4/10 | apollo:54a11c3369702d86b6958500","","","dental","4","http://www.linkedin.com/company/total-dental-care-of-middle-island","","","1986"
"Dental Blacklist","(219) 200-7881","New York","","English","new","","Score 5/10 | apollo:646c852b231ae10001ead44e","","","dental","5","http://www.linkedin.com/company/dental-blacklist","","","2015"
"Rising Tide Dental Partners","(845) 295-1575","New York","Carey Bo**m","English","new","","Score 7/10 | apollo:688a87a7731ffb00194edd70","","Co-Founder Rising Tide Dental","dental","7","http://www.linkedin.com/company/rising-tide-dental","","verified","2025"
"Hudson Dental","(816) 457-6044","New York","Haim Ha**v","English","new","","Score 7/10 | apollo:6470d1f3b2acff00b98f5300","","Founder & CEO","dental","7","http://www.linkedin.com/company/hudson-dentaldso","","verified","2023"
"Pediatric Dentistry of New York","(212) 362-7770","New York","","English","new","","Score 4/10 | apollo:54fca3667369647e73ad1b00","","","dental","4","http://www.linkedin.com/company/pediatric-dentistry-of-new-york","","","2000"
